field_id,year,field_name,crop_name,sowing_date,harvesting_date,productivity,previous_crop_name,enrich_error,cropwise_error,weather_error,soil_error,coord_source,season_duration_days,local_ndvi_missing,local_ndvi_is_ndvi_like,local_ndvi_count,local_ndvi_mean,local_ndvi_std,local_ndvi_min,local_ndvi_max,local_ndvi_first,local_ndvi_last,local_ndvi_trend,local_ndvi_l8_missing,local_ndvi_l8_is_ndvi_like,local_ndvi_l8_count,local_ndvi_l8_mean,local_ndvi_l8_std,local_ndvi_l8_min,local_ndvi_l8_max,local_ndvi_l8_first,local_ndvi_l8_last,local_ndvi_l8_trend,local_ndvi_ps8_missing,local_ndvi_ps8_is_ndvi_like,local_ndvi_ps8_count,local_ndvi_ps8_mean,local_ndvi_ps8_std,local_ndvi_ps8_min,local_ndvi_ps8_max,local_ndvi_ps8_first,local_ndvi_ps8_last,local_ndvi_ps8_trend,local_ndvi_s2a_missing,local_ndvi_s2a_is_ndvi_like,local_ndvi_s2a_count,local_ndvi_s2a_mean,local_ndvi_s2a_std,local_ndvi_s2a_min,local_ndvi_s2a_max,local_ndvi_s2a_first,local_ndvi_s2a_last,local_ndvi_s2a_trend,local_ndvi_s2b_missing,local_ndvi_s2b_is_ndvi_like,local_ndvi_s2b_count,local_ndvi_s2b_mean,local_ndvi_s2b_std,local_ndvi_s2b_min,local_ndvi_s2b_max,local_ndvi_s2b_first,local_ndvi_s2b_last,local_ndvi_s2b_trend,local_ndvi_s2c_missing,local_ndvi_s2c_is_ndvi_like,local_ndvi_s2c_count,local_ndvi_s2c_mean,local_ndvi_s2c_std,local_ndvi_s2c_min,local_ndvi_s2c_max,local_ndvi_s2c_first,local_ndvi_s2c_last,local_ndvi_s2c_trend,local_soil_moisture_missing,local_soil_moisture_is_ndvi_like,local_soil_moisture_count,local_soil_moisture_mean,local_soil_moisture_std,local_soil_moisture_min,local_soil_moisture_max,local_soil_moisture_first,local_soil_moisture_last,local_soil_moisture_trend,local_temperature_missing,local_temperature_is_ndvi_like,local_temperature_count,local_temperature_mean,local_temperature_std,local_temperature_min,local_temperature_max,local_temperature_first,local_temperature_last,local_temperature_trend,centroid_lat,centroid_lon,field_area,season_weather_days,season_weather_tmean_mean,season_weather_tmean_min,season_weather_tmean_max,season_weather_tmean_std,season_weather_tmin_min,season_weather_tmax_max,season_weather_precip_sum,season_weather_precip_mean,season_weather_rain_sum,season_weather_radiation_sum,season_weather_radiation_mean,season_weather_et0_sum,season_weather_et0_mean,season_weather_gdd_base5_sum,season_weather_heat_days,season_weather_dry_days,season_weather_frost_days
432,2021,2-я речка прав 2,Пшеница яровая,2021-05-16,2021-09-08,28.518182,Пшеница яровая,,,,,cropwise,115,False,True,64,0.5866562500000001,0.15990047869202112,0.331,0.786,0.349,0.331,-0.0014182692307692308,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,116,0.6828275862068965,0.06007443670895085,0.5795,0.8402499999999999,0.6795,0.5795,-0.00015951255141659923,False,False,76,29.448684210526313,5.563254524132166,19.0,43.55,35.45,33.95,-0.061796308954203696,50.416407449591134,82.48504860192422,44.27495,116,18.11896551724138,5.5,25.8,3.878386480028275,-1.1,33.2,231.79999999999998,1.9982758620689653,231.79999999999998,2589.1,22.319827586206895,511.39,4.40853448275862,1521.8,14,84,1
432,2022,2-я речка прав 2,Пшеница яровая,2022-05-08,2022-08-20,0.227273,Пшеница яровая,,,,,cropwise,104,False,True,57,0.5428771929824562,0.16199015241625014,0.253,0.764,0.26,0.391,0.0035222971221156338,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,105,0.6720095238095238,0.03864584194675079,0.614,0.78025,0.6427499999999999,0.6599999999999999,1.599108438731231e-06,False,False,75,29.662000000000006,5.431284930842793,16.8,41.65,25.9,23.8,-0.1279928876244666,50.416407449591134,82.48504860192422,44.27495,105,18.431428571428572,6.3,27.2,4.027271657934528,0.6,32.9,265.3,2.526666666666667,265.3,2426.11,23.105809523809526,488.62,4.65352380952381,1410.3,11,70,0
432,2024,2-я речка прав 2,Пшеница яровая,2024-05-14,2024-09-14,38.786364,Пшеница озимая,,,,,cropwise,123,False,True,55,0.6401272727272724,0.1495575358479994,0.33,0.806,0.397,0.351,-0.002341125541125542,True,True,0,,,,,,,,False,True,41,0.6067560975609756,0.2198439336114294,0.233,0.832,0.282,0.233,-0.005078571428571428,False,True,6,0.5893333333333334,0.21318275936127876,0.235,0.828,0.828,0.235,-0.1197142857142857,False,True,8,0.7202500000000001,0.16591921980289082,0.408,0.833,0.408,0.462,0.004714285714285716,True,True,0,,,,,,,,False,False,124,0.7598024193548386,0.05691740509028181,0.66225,0.874,0.755,0.76775,-0.00044434933123524775,False,False,77,25.807792207792204,4.3228557850847364,14.3,34.8,30.35,15.1,-0.0645472948104527,50.416407449591134,82.48504860192422,44.27495,124,17.874193548387098,6.8,25.2,4.384868978947834,1.5,33.2,526.6,4.246774193548387,526.6,2547.71,20.546048387096775,485.56,3.9158064516129034,1596.4,10,70,0
274,2025,3-я речка,Пшеница яровая,2025-05-11,2025-09-21,40.910044,Подсолнечник,,,,,cropwise,133,False,True,73,0.5060273972602739,0.19695072553937448,0.241,0.758,0.241,0.257,-0.0024871961002097985,True,True,0,,,,,,,,True,True,0,,,,,,,,False,True,6,0.49633333333333335,0.19146859330506982,0.273,0.75,0.442,0.273,-0.0706857142857143,False,True,11,0.5675454545454545,0.17980310627125823,0.274,0.739,0.609,0.274,-0.0470090909090909,False,True,10,0.47309999999999997,0.19153091134331293,0.261,0.703,0.313,0.261,-0.04023636363636364,False,False,134,0.7904888059701493,0.05377697922063567,0.69525,0.8875,0.77075,0.82875,0.0004989363957156572,False,False,29,29.855172413793106,3.817052139968617,23.6,36.7,35.35,24.2,-0.13674876847290643,50.42948101394159,82.50277866420687,194.22833,134,17.003731343283583,5.4,26.7,4.125175830109076,0.8,33.2,444.0,3.3134328358208953,443.7,2824.11,21.07544776119403,524.53,3.9144029850746267,1608.5,9,71,0
276,2022,66 га,Пшеница яровая,2022-05-14,2022-08-30,29.274194,Подсолнечник,,,,,cropwise,108,False,True,57,0.4897543859649123,0.13103063532259934,0.243,0.67,0.243,0.362,-2.8389940368161702e-05,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,109,0.6611077981651378,0.03864759874468146,0.57375,0.7665,0.632,0.57375,-0.0004628255027337594,False,False,74,30.29324324324324,5.249796162866091,20.3,41.95,40.8,34.75,-0.10021177341725286,50.45678672800074,82.35243587578424,63.13841,109,18.754128440366973,8.3,27.6,3.701438651875081,2.5,33.3,235.2,2.1577981651376144,235.2,2486.54,22.812293577981652,511.0,4.6880733944954125,1499.2,13,78,0
276,2024,66 га,Пшеница яровая,2024-05-17,2024-08-19,36.374194,Подсолнечник,,,,,cropwise,94,False,True,53,0.6143396226415094,0.14887286502072916,0.324,0.775,0.408,0.324,0.0010056442509272698,True,True,0,,,,,,,,False,True,43,0.6056976744186046,0.1825750606881711,0.294,0.801,0.296,0.374,0.0011790999697976444,False,True,6,0.5818333333333333,0.10870053153299462,0.355,0.685,0.652,0.355,-0.054085714285714306,False,True,7,0.5822857142857144,0.2157198674774528,0.28,0.788,0.28,0.468,0.04939285714285714,True,True,0,,,,,,,,False,False,95,0.7750789473684209,0.049831759888938384,0.6839999999999999,0.8724999999999999,0.737,0.71,-0.0003929976203807394,False,False,65,27.37230769230769,4.294254039001336,17.3,41.7,35.4,26.3,0.01995847902097902,50.45678672800074,82.35243587578424,63.13841,95,19.11263157894737,6.8,26.0,3.9286328706926765,2.0,32.7,374.6,3.943157894736842,374.6,2126.87,22.388105263157893,404.27,4.255473684210526,1340.7,12,52,0
276,2025,66 га,Пшеница яровая,2025-05-06,2025-09-15,14.903226,Пшеница яровая,,,,,cropwise,132,False,True,71,0.49947887323943674,0.15521533058765374,0.255,0.715,0.32,0.268,-0.001415593561368209,True,True,0,,,,,,,,False,True,6,0.2996666666666667,0.027207025236549134,0.268,0.344,0.268,0.344,0.015542857142857134,False,True,6,0.49666666666666676,0.17500253966411145,0.259,0.678,0.259,0.314,0.027828571428571435,False,True,12,0.512,0.15287031540928192,0.254,0.66,0.54,0.254,-0.037398601398601405,False,True,12,0.46508333333333335,0.1533728889196378,0.267,0.638,0.27,0.267,-0.012947552447552448,False,False,133,0.7920131578947368,0.05038239409893582,0.70725,0.89025,0.77925,0.8605,0.0003967899735770905,False,False,33,31.29090909090909,4.1715387493334015,23.9,37.8,27.1,26.0,-0.11360294117647059,50.45678672800074,82.35243587578424,63.13841,133,17.434586466165413,5.8,26.5,4.13743309898041,1.5,33.2,411.4,3.093233082706767,411.3,2856.26,21.475639097744363,547.57,4.117067669172933,1653.8,7,79,0
304,2023,Абрамичево 157,Пшеница яровая,2023-05-20,2023-09-10,21.428571,Подсолнечник,,,,,cropwise,113,False,True,66,0.42692424242424243,0.10563018832243054,0.225,0.579,0.229,0.339,0.002157874960860036,False,True,3,0.40499999999999997,0.08987769467448527,0.278,0.473,0.278,0.473,0.09749999999999998,False,True,43,0.41593023255813966,0.12484248593846069,0.197,0.563,0.197,0.341,0.005934007852612504,False,True,12,0.40066666666666667,0.09587433905320489,0.229,0.497,0.229,0.371,0.013965034965034965,False,True,12,0.41074999999999995,0.09603742759986858,0.246,0.505,0.246,0.388,0.019353146853146853,True,True,0,,,,,,,,False,False,114,0.6392412280701755,0.06600418588720108,0.5505,0.81175,0.717,0.72175,0.0006682286709463153,False,False,76,32.28421052631579,6.594451468181792,17.8,45.7,35.25,21.2,-0.21645112781954887,50.169100257274515,82.92900278933952,154.05973,114,18.36140350877193,6.9,30.1,4.322939804864152,2.2,36.1,247.79999999999998,2.1736842105263157,247.6,2562.73,22.480087719298247,515.73,4.5239473684210525,1523.2,17,83,0
304,2024,Абрамичево 157,Пшеница яровая,2024-05-09,2024-08-28,40.714286,Пшеница яровая,,,,,cropwise,111,False,True,61,0.5906065573770494,0.19860730499240223,0.267,0.799,0.267,0.295,-0.0010799576943416186,True,True,0,,,,,,,,False,True,40,0.5464,0.22691802484597828,0.2,0.822,0.2,0.283,-0.0032669793621013126,False,True,5,0.392,0.08741853350405737,0.218,0.442,0.218,0.419,0.039999999999999994,False,True,7,0.5797142857142858,0.2447702796417865,0.25,0.798,0.25,0.368,0.049999999999999996,True,True,0,,,,,,,,False,False,112,0.7688928571428573,0.06568779066034064,0.63,0.88525,0.7997500000000001,0.63,-0.0011171562681518432,False,False,73,26.659589041095888,4.025702164008728,18.5,40.75,37.15,22.8,-0.050308527705787975,50.169100257274515,82.92900278933952,154.05973,112,18.751785714285713,7.4,25.8,3.945589358087466,1.6,32.6,374.09999999999997,3.340178571428571,374.09999999999997,2459.21,21.957232142857144,472.36,4.2175,1540.2,16,64,0
381,2021,Агапочкин,Пшеница яровая,2021-05-18,2021-09-04,26.253333,Подсолнечник,,,,,cropwise,109,False,True,55,0.5225090909090909,0.1721334442943268,0.289,0.736,0.291,0.291,-0.0003690476190476192,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,110,0.6902727272727275,0.05976793707041336,0.60975,0.84875,0.649,0.63025,6.991862588192862e-05,False,False,68,29.264705882352942,5.5999478649327985,17.9,43.4,37.4,28.6,-0.1514257357712715,50.378100358998836,82.55796501970704,60.88766,110,18.16,5.3,26.6,4.157713532481743,-1.1,33.0,258.9,2.3536363636363635,258.2,2462.29,22.384454545454545,493.49,4.486272727272727,1447.6,10,80,1
381,2025,Агапочкин,Пшеница яровая,2025-05-09,2025-08-20,44.022951,Рапс яровой,,,,,cropwise,103,False,True,55,0.5770000000000001,0.17162188883494064,0.279,0.763,0.284,0.312,0.0030830447330447326,True,True,0,,,,,,,,False,True,37,0.5811621621621622,0.1664137652689847,0.277,0.777,0.277,0.429,0.006980322427690849,False,True,4,0.6165,0.13958957697478705,0.461,0.763,0.461,0.494,0.00839999999999999,False,True,10,0.6542999999999999,0.09918573486142046,0.449,0.73,0.616,0.449,-0.020890909090909085,False,True,6,0.6074999999999999,0.13498734508587584,0.343,0.716,0.343,0.524,0.03122857142857142,False,False,104,0.7819086538461538,0.051076406962391845,0.69675,0.8905,0.723,0.8512500000000001,0.00032816867598420984,False,False,32,29.2125,3.942893131952728,18.2,36.05,34.55,23.35,-0.13828812316715539,50.378100358998836,82.55796501970704,60.88766,104,18.26153846153846,5.2,27.6,4.06496067944621,1.2,32.8,328.6,3.159615384615385,328.6,2380.7,22.89134615384615,462.07,4.442980769230769,1379.2,9,55,0
512,2022,Айтас,Пшеница яровая,2022-05-18,2022-09-01,17.232222,Подсолнечник,,,,,cropwise,106,False,True,49,0.5985510204081633,0.14453134131186823,0.367,0.768,0.402,0.417,-0.0015786734693877557,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,107,0.6425584112149533,0.033917119630325586,0.5680000000000001,0.74675,0.6617500000000001,0.5680000000000001,-0.000493301690863849,False,False,78,28.22628205128205,4.949596748395684,15.35,40.45,40.45,34.2,-0.05100153011545416,50.411824372778945,82.30098855023054,25.96483,107,17.546728971962615,6.9,25.6,3.6428477552136735,1.4,31.5,197.2,1.8429906542056074,197.2,2456.21,22.955233644859813,493.29,4.610186915887851,1342.5,2,73,0
512,2024,Айтас,Пшеница яровая,2024-05-21,2024-09-04,36.096923,Ячмень яровой,,,,,cropwise,106,False,True,46,0.6415869565217392,0.14537067703946058,0.231,0.783,0.461,0.231,-0.0007251927227875426,True,True,0,,,,,,,,False,True,3,0.299,0.00509901951359279,0.294,0.306,0.294,0.306,0.006000000000000005,False,True,4,0.65175,0.14163752151178022,0.422,0.792,0.792,0.422,-0.1197,False,True,4,0.6005,0.20518101764052152,0.279,0.784,0.279,0.565,0.08679999999999997,True,True,0,,,,,,,,False,False,107,0.7293200934579439,0.04867021141756544,0.652,0.8215,0.69125,0.7895,-0.0005525602970277627,False,False,73,26.64315068493151,4.208758928356444,12.45,36.7,29.0,24.3,0.0017616932000493587,50.411824372778945,82.30098855023054,25.96483,107,17.796261682242992,5.3,25.1,4.078205699313722,1.1,30.9,435.3,4.06822429906542,435.1,2308.98,21.579252336448597,439.98,4.11196261682243,1369.2,3,58,0
512,2025,Айтас,Пшеница яровая,2025-05-23,2025-09-26,37.007692,Пшеница яровая,,,,,cropwise,126,False,True,57,0.5742105263157893,0.1375874505754916,0.279,0.746,0.502,0.282,-0.003490795955405756,True,True,0,,,,,,,,True,True,0,,,,,,,,False,True,6,0.5391666666666667,0.14021580589299562,0.268,0.651,0.268,0.441,0.022885714285714284,False,True,11,0.5482727272727274,0.11702998132498196,0.351,0.684,0.351,0.415,0.0038272727272727278,False,True,10,0.47319999999999995,0.18624865100182603,0.237,0.736,0.364,0.237,-0.038145454545454545,False,False,127,0.7471279527559056,0.049071896736850286,0.67075,0.846,0.7315,0.7785,0.0006560625234345705,False,False,27,30.08703703703704,4.0763907554625884,23.5,36.4,33.2,23.5,-0.09468864468864474,50.411824372778945,82.30098855023054,25.96483,127,16.096850393700787,4.4,25.7,4.249834401736718,0.6,31.7,414.59999999999997,3.264566929133858,414.59999999999997,2637.67,20.769055118110238,488.3,3.8448818897637795,1409.9,3,71,0
257,2021,Акатовское,Пшеница яровая,2021-05-15,2021-09-08,55.088889,Подсолнечник,,,,,cropwise,116,False,True,65,0.5975076923076923,0.1378432915224803,0.362,0.774,0.362,0.395,-0.0007713286713286714,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,117,0.6833995726495727,0.06009181063127967,0.57875,0.8415,0.6960000000000001,0.57875,-0.00017825083546883633,False,False,75,29.474000000000004,5.8069806267973725,19.1,44.65,36.4,32.8,-0.08739687055476529,50.42263468874302,82.50145713095169,11.6818,117,18.07863247863248,5.5,25.8,3.886132018023737,-1.1,33.2,231.79999999999998,1.981196581196581,231.79999999999998,2615.65,22.355982905982906,515.48,4.405811965811966,1530.2,14,85,1
